MAPID,MAP,Str,場所ID,地名,室内外,プロンプト,ネガティブ,備考
,,8525,,人形の館・リビング,indoor,Doll House / Living room,,
,,8526,,人形の館・風呂,indoor,%昔の風呂%,,
,,8528,,人形の館・倉庫,indoor,%木造の小部屋%,,
,,8529,,人形の館・バルコニー,,"balcony, in the forest",,
,,8530,,人形の館・二階,indoor,"The doll's hall, the second floor",,
,,8531,,人形の館・空き部屋,indoor,Doll Hall / vacant room,,
5,MAP森,8534,534,ふわふわエレン魔法の店,indoor,Fluffy Ellen Magical Store,,
,,8535,,エレン宅・寝室,indoor,private room,,
,,8536,,エレン宅・倉庫,indoor,%木造の小部屋%,,
,,8537,,エレン宅・風呂,indoor,%昔の風呂%,,
5,MAP森,8540,540,古木の大樹,,Old tree big tree,,Old tree big treeは直訳だと思うが、1本の大木を出すこれ以上のプロンプトが見つからない
5,MAP森,8541,541,朱鷺子の棲み処,indoor,%木造の小部屋%,,
5,MAP森,8542,542,リグルの棲み処,indoor,%木造の小部屋%,,
5,MAP森,8543,543,ルーミアの棲み処,indoor,%木造の小部屋%,,
5,MAP森,8544,544,成美の小屋,indoor,%和室%,,
5,MAP森,8545,545,慧ノ子の棲み処,indoor,%木造の小部屋%,,
6,MAP冥界,8601,601,中有の道,,Road in the middle,,
6,MAP冥界,8602,602,賽の河原,,"water horizon,(lake,apocalypse,bare field,gravel,fine gravel:1.2) ","(tree,grass,green:1.5)",
6,MAP冥界,8603,603,積石塚,,"(vertically stacked stones:1.3),(apocalypse,bare field,gravel,fine gravel:1.2)","(tree,grass,green:1.5)",
6,MAP冥界,8604,604,彼岸,,"outdoors,red spider lily flower field","tree,grass",
6,MAP冥界,8605,605,地獄,,"view of hell ,lava, fire",,
6,MAP冥界,8606,606,日狭美の家,indoor,%和室%,,
6,MAP冥界,8607,607,残無の家,indoor,%和室%,,
6,MAP冥界,8608,608,潤美の家,indoor,%和室%,,
6,MAP冥界,8609,609,瓔花の家,indoor,%和室%,,
6,MAP冥界,8610,610,是非曲直庁ホール,indoor,"main hall of chinese temple,Brightly colored and intricately decorated interior",,
6,MAP冥界,8612,612,法廷,indoor,"The chair in which King Enma sits is a traditional high-backed armchair, which is designed with a notably elevated backrest. The design of the chair is luxurious, indicative of authority and is adorned with decorations. The seating area is covered with fabric or cushioning, considering comfort for extended periods.,The desk before him is square-shaped and sturdily built, with a broad working surface suitable for spreading out documents and ledgers.",,
6,MAP冥界,8613,613,是非曲直庁廊下,indoor,"corridor of chinese temple,Brightly colored and intricately decorated interior",,
6,MAP冥界,8614,614,是非曲直庁ラウンジ,indoor,"table,lounge of chinese temple,Brightly colored and intricately decorated interior",,
6,MAP冥界,8615,615,映姫の部屋,indoor,%和室%,,
6,MAP冥界,8616,616,小町の部屋,indoor,%和室%,,
6,MAP冥界,8617,617,風呂,indoor,%昔の風呂%,,
6,MAP冥界,8618,618,空き部屋,indoor,%木造の小部屋%,,
6,MAP冥界,8620,620,冥界の門,,main gate of japanese mansion,,朱塗りが解釈違い
6,MAP冥界,8621,621,庭,,"A traditional Japanese garden, with white gravel spread out and well-maintained shrubs lined up.",,
6,MAP冥界,8622,622,廊下,indoor,"corridor,wooden floor,japanese architecture",,
6,MAP冥界,8623,623,幽々子私室,indoor,%和室%,,
6,MAP冥界,8624,624,妖夢私室,indoor,%和室%,,
6,MAP冥界,8625,625,空室,indoor,%和室%,,
6,MAP冥界,8626,626,台所,indoor,%昔の台所%,,
6,MAP冥界,8627,627,風呂,indoor,%昔の風呂%,,
6,MAP冥界,8628,628,居間,indoor,"tatami,living room",,
6,MAP冥界,8629,629,西行妖,,Old tree big tree,,
6,MAP冥界,8630,630,八雲邸玄関,indoor,Entrance of japanese house,,
6,MAP冥界,8631,631,八雲邸廊下,indoor,"corridor,wooden floor,japanese architecture",,
6,MAP冥界,8632,632,八雲邸庭,,"Japanese garden, countryside",,
6,MAP冥界,8633,633,紫私室,indoor,%和室%,,
6,MAP冥界,8634,634,空部屋,indoor,%和室%,,
6,MAP冥界,8635,635,橙私室,indoor,%和室%,,
6,MAP冥界,8636,636,八雲邸風呂,indoor,%昔の風呂%,,
6,MAP冥界,8637,637,八雲邸台所,indoor,%昔の台所%,,
6,MAP冥界,8638,638,藍私室,indoor,%和室%,,
6,MAP冥界,8639,639,八雲邸居間,indoor,"tatami,living room",,
6,MAP冥界,8640,640,異界の関所,,"outdoors,red spider lily flower field","tree,grass",
6,MAP冥界,8641,641,畜生メトロポリス,,"science fiction,  cyberpunk , skyscrapers,neon lights,growing",,
6,MAP冥界,8642,642,霊長園,indoor,"future,virtual space, holograms,neon lights,growing",,
6,MAP冥界,8643,643,霊長園の風呂,indoor,Bath of the Lord Garden,,
6,MAP冥界,8644,644,袿姫の部屋,indoor,Room of Princess,,
6,MAP冥界,8645,645,磨弓の部屋,indoor,Polished bow room,,
6,MAP冥界,8646,646,八千慧宅の風呂,indoor,Yachi Kei's bath,,
6,MAP冥界,8647,647,八千慧宅のリビング,indoor,Hachiyo House's Living Ring,,
6,MAP冥界,8648,648,八千慧宅の寝室,indoor,Yachi Kei's bedroom,,
6,MAP冥界,8650,650,早鬼宅のリビング,indoor,Sayai House Living Ring,,
6,MAP冥界,8651,651,早鬼宅の寝室,indoor,Sayaki's bedroom,,
6,MAP冥界,8652,652,早鬼宅の風呂,indoor,Hayaki's bath,,
6,MAP冥界,8653,653,尤魔宅のリビング,indoor,Living room at the demon house,,
6,MAP冥界,8654,654,尤魔宅の寝室,indoor,Skilled house bedroom,,
6,MAP冥界,8655,655,尤魔宅の風呂,indoor,Sprinkle bath bath,,
7,MAP山麓,8701,701,樹海道入り口,,"tree,forest,mountain trail",,
,,8702,,山道・沢へ続く道,,"tree,forest,mountain trail",,
7,MAP山麓,8703,703,玄武の沢,,"outdoors,tree,river",,
7,MAP山麓,8704,704,河童のアジト,indoor,"outdoors,tree,river",,テクノロジー感あったほうがいいんだろうか？
,,8705,,山道・中腹,,"tree,forest,mountain trail",,
7,MAP山麓,8706,706,厄神の家,indoor,%和室%,,
,,8707,,山道・分岐点,,"tree,mountain trail",,
7,MAP山麓,8708,708,大蝦蟇の池,,Pond in forest,,
7,MAP山麓,8709,709,リリーたちの家,indoor,%和室%,,
7,MAP山麓,8710,710,猫の里,,Cat village,,
7,MAP山麓,8711,711,休憩所,indoor,%木造の小部屋%,,
7,MAP山麓,8712,712,間欠泉地下センター,indoor,"Underground Nuclear Fusion Institute,fusion reactor",,
,,8715,,秋姉妹の家・畑,,"vegetable garden,crops,plowed ground,wooden fence",,
,,8716,,秋姉妹の家・土間,indoor,%土間の台所%,,
,,8717,,秋姉妹の家・寝室,indoor,%和室%,,
,,8718,,秋姉妹の家・居間,indoor,%和室%,,
,,8719,,秋姉妹の家・座敷,indoor,%和室%,,
,,8720,,仙人の屋敷・台所,indoor,%土間の台所%,,
,,8721,,仙人の屋敷・風呂,indoor,%昔の風呂%,,
,,8722,,仙人の屋敷・道場,indoor,%和室%,,
,,8723,,仙人の屋敷・二階客間,indoor,%和室%,,
,,8724,,仙人の屋敷・書斎,indoor,%和室%,,
,,8725,,仙人の屋敷・大鷲の部屋,indoor,%和室%,,
,,8726,,仙人の屋敷・居間,indoor,%和室%,,
,,8727,,仙人の屋敷・華扇私室,indoor,%和室%,,
,,8728,,仙人の屋敷・空き部屋,indoor,%和室%,,
,,8729,,仙人の屋敷・玄関,indoor,%土間%,,
,,8730,,仙人の屋敷・庭,,"outdoors,bare soil ground,open area surrounded by forest,(Exterior of old wooden house:0.8),tree",,
7,MAP山麓,8731,731,帚木,,Open area in the forest,,近くで見ると木はないという設定
7,MAP山麓,8732,732,山頂への道,,"mountain trail,trail to the summit, alpine",,
7,MAP山麓,8733,733,正邪の隠れ家,indoor,%和室%,,
7,MAP山麓,8734,734,小屋,indoor,%木造の小部屋%,,
7,MAP山麓,8735,735,水浴び場,,"outdoors,tree,river",,
7,MAP山麓,8736,736,山姥の家,indoor,%和室%,,
7,MAP山麓,8737,737,招き猫の家,indoor,%和室%,,
7,MAP山麓,8738,738,森の深奥,,Deep in the forest,,
7,MAP山麓,8739,739,秘天崖,,Secret cliff,,
7,MAP山麓,8740,740,山童のアジト,indoor,%和室%,,
7,MAP山麓,8741,741,美天の棲み処,indoor,%和室%,,
8,MAP山頂,8801,801,山頂入り口,,"mountain trail,trail to the summit, alpine",,
8,MAP山頂,8802,802,橋,,Bridge over a mountain stream,,
8,MAP山頂,8803,803,索道駅,,"Cable station,Cable car",,
8,MAP山頂,8804,804,守矢神社鳥居,,Moriya Shrine Torii,,
8,MAP山頂,8805,805,頂上,,At the summit,,
8,MAP山頂,8806,806,滝の裏,,"in the cave behind the waterfall,large waterfall",,
8,MAP山頂,8807,807,椛宅,indoor,%和室%,,
8,MAP山頂,8808,808,文宅,indoor,%和室%,,
8,MAP山頂,8809,809,はたて宅,indoor,%和室%,,
8,MAP山頂,8810,810,山小屋,indoor,in Mountain hut,,
8,MAP山頂,8811,811,境内,,"Precincts, countryside, hakurei shrine,cobblestone",,
8,MAP山頂,8812,812,本殿,indoor,"wooden floor,shouji,(east asian architecture:0.8)",,
8,MAP山頂,8813,813,社務所,indoor,%木造の小部屋%,,
8,MAP山頂,8814,814,湖畔,,Lake shores,,
8,MAP山頂,8815,815,庭,,"Japanese garden, countryside",,
8,MAP山頂,8816,816,縁側,,"porch,veranda,shouji,wooden floor,tree","fence,chair,table",
8,MAP山頂,8817,817,神奈子私室,indoor,%和室%,,
8,MAP山頂,8818,818,諏訪子私室,indoor,%和室%,,
8,MAP山頂,8819,819,居間,indoor,"tatami,living room",,
8,MAP山頂,8820,820,早苗私室,indoor,%和室%,,
8,MAP山頂,8821,821,土間,indoor,%土間%,,
8,MAP山頂,8822,822,台所,indoor,"antiqued kitchen, antiqued interior",,
8,MAP山頂,8823,823,空室,indoor,%木造の小部屋%,,
8,MAP山頂,8824,824,トイレ,indoor,toilet,,
8,MAP山頂,8825,825,風呂,indoor,bath,,
8,MAP山頂,8826,826,廊下,indoor,"wooden floor,corridor,shouji",,
8,MAP山頂,8830,830,玄雲海,,"Sea of clouds below,clouds",sea,
8,MAP山頂,8831,831,比那名居邸前,,In front of the japanese mansion,,
8,MAP山頂,8832,832,有頂天街,,Ethnic town,,
8,MAP山頂,8833,833,桃園,,"Taoyuan,peach orchard,fruit garden,fruit tree,(peach:1.1)",,
8,MAP山頂,8834,834,比那名居邸土間,indoor,%土間%,,
8,MAP山頂,8835,835,比那名居邸応接間,indoor,%和室%,,
8,MAP山頂,8836,836,比那名居邸厨房,indoor,%土間の台所%,,
8,MAP山頂,8837,837,比那名居邸風呂,indoor,%昔の風呂%,,
8,MAP山頂,8838,838,比那名居邸居間,indoor,%和室%,,
8,MAP山頂,8839,839,比那名居邸和室,indoor,%和室%,,
8,MAP山頂,8840,840,天子私室,indoor,%和室%,,
8,MAP山頂,8841,841,衣玖私室,indoor,%和室%,,
8,MAP山頂,8842,842,比那名居邸物置,indoor,%木造の小部屋%,,
8,MAP山頂,8851,851,久侘歌の小屋,indoor,%和室%,,
8,MAP山頂,8852,852,駒草の小屋,indoor,%和室%,,
8,MAP山頂,8853,853,魅須丸の小屋,indoor,%和室%,,
8,MAP山頂,8854,854,龍宅,indoor,%和室%,,
8,MAP山頂,8855,855,虹龍洞,indoor,"in the cave, ore mine",,
8,MAP山頂,8856,856,百々世の住処,indoor,"in the cave, ore mine",,
9,MAP地底,8901,901,地霊殿前,indoor,"In front of mansion,night sky","star,moon",
,,8902,,エントランス,indoor,entrance,,
,,8903,,応接間,indoor,Reception room,,
9,MAP地底,8904,904,大広間,indoor,Large hall,,
9,MAP地底,8905,905,一階廊下,indoor,corridor,,
9,MAP地底,8906,906,一階トイレ,indoor,toilet,,
,,8907,,西階段,indoor,stairs,,
,,8908,,東階段,indoor,stairs,,
9,MAP地底,8909,909,厨房,indoor,kitchen,,
9,MAP地底,8910,910,食料庫,indoor,larder,,
9,MAP地底,8911,911,お空私室,indoor,private room,,
9,MAP地底,8912,912,お燐私室,indoor,private room,,
9,MAP地底,8913,913,食堂,indoor,dining room,,
9,MAP地底,8914,914,二階廊下,indoor,corridor,,
9,MAP地底,8915,915,バルコニー,indoor,balcony,,
9,MAP地底,8916,916,物置,indoor,%木造の小部屋%,,
9,MAP地底,8917,917,二階トイレ,indoor,toilet,,
9,MAP地底,8918,918,こいし私室,indoor,private room,,
9,MAP地底,8919,919,さとり私室,indoor,private room,,
9,MAP地底,8920,920,書斎,indoor,reading room,,
9,MAP地底,8921,921,風呂,indoor,bath,,
9,MAP地底,8922,922,脱衣所,indoor,%洗面脱衣室%,,
9,MAP地底,8923,923,裏庭,indoor,backyard,,
,,8924,,噴水,indoor,fountain,,
9,MAP地底,8925,925,バラ園,indoor,Rose garden,,
9,MAP地底,8926,926,中庭,indoor,courtyard,,
,,8927,,灼熱地獄跡入口,indoor,Scorching hell,,
9,MAP地底,8928,928,灼熱地獄跡,indoor,Scorching hell,,
9,MAP地底,8929,929,地獄の人工太陽,indoor,"simple back ground,Background covered with lava all over, like the surface of the sun, backlighting",,
9,MAP地底,8930,930,旧血の池地獄,indoor,Old blood pond hell,horror,ときどきホラー画像が出てこまる
9,MAP地底,8931,931,大通り,indoor,"outdoor,In the streets of Edo,Lots of dimly glowing lanterns,night sky","star,moon",
9,MAP地底,8932,932,裏通り,indoor,"outdoor,In the streets of Edo,Lots of dimly glowing lanterns,night sky","star,moon",
9,MAP地底,8933,933,酒場,indoor,japanese Bar,,
9,MAP地底,8934,934,温泉,indoor,"sento,public bathhouse,wooden,steam",,
9,MAP地底,8935,935,ラブホ,indoor,in love hotel,,
9,MAP地底,8936,936,勇儀の家,indoor,%和室%,,
9,MAP地底,8937,937,空き屋,indoor,%和室%,,
9,MAP地底,8938,938,鬼の溜まり場,indoor,%和室%,,
9,MAP地底,8939,939,路地裏,indoor,"outdoor,In the streets of Edo,night sky","star,moon",
9,MAP地底,8940,940,パルスィの家,indoor,%和室%,,
9,MAP地底,8941,941,ヤマメの家,indoor,%和室%,,
9,MAP地底,8942,942,キスメの家,indoor,%和室%,,
9,MAP地底,8943,943,あばら屋,indoor,%木造の小部屋%,,
9,MAP地底,8944,944,通り,indoor,"outdoor,In the streets of Edo,night sky","star,moon",
9,MAP地底,8945,945,川岸,indoor,"Riverbank,outdoor,In the streets of Edo,night sky","star,moon",
9,MAP地底,8946,946,橋,indoor,"on wooden bridge,night sky","star,moon",
9,MAP地底,8947,947,ちやりの棲み処,indoor,"hell, mantle, lava,lava sea",,
9,MAP地底,8948,948,縦穴の底,indoor,"in dark cave,Vertical hole",,
10,MAP月,9001,1001,槐安通路,indoor,"in the space, stars,(nebula:0.8)",,
10,MAP月,9002,1002,月の都,indoor,"outdoors,Ancient Chinese capital city streets,night sky,stars","cloud,(moon,full moon:1.3)",
10,MAP月,9003,1003,玉兎街,indoor,"outdoors,Ancient Chinese capital city streets,night sky,stars","cloud,(moon,full moon:1.3)",
10,MAP月,9004,1004,広場,indoor,"outdoors,Ancient Chinese capital city streets,night sky,stars","cloud,(moon,full moon:1.3)",
,,9005,,サグメ宅・居間,indoor,Sagme house / living room,,
,,9006,,サグメ宅・寝室,indoor,Sagme house / bedroom,,
10,MAP月,9007,1007,空き家,indoor,%和室%,,
10,MAP月,9008,1008,鈴瑚宅,indoor,%和室%,,
10,MAP月,9009,1009,清蘭宅,indoor,%和室%,,
10,MAP月,9010,1010,食事処,indoor,restaurant,,
10,MAP月,9011,1011,甘味処,indoor,"in Japanese cafe,Japanese sweets' parlor",,
10,MAP月,9012,1012,酒屋,indoor,Liquor store,,
10,MAP月,9013,1013,八百屋,indoor,Greengrocer,,
10,MAP月,9014,1014,桃林,indoor,"outdoors,peach orchard,fruit garden,fruit tree,(peach:1.1),night sky,stars","cloud,(moon,full moon:1.3)",
10,MAP月,9015,1015,砂浜,indoor,"sea,horizon,sand,stars,night sky","cloud,(moon,full moon:1.3)",
10,MAP月,9016,1016,入り江,indoor,"sea,horizon,sand,stars,night sky","cloud,(moon,full moon:1.3)",
,,9020,,綿月亭・門,indoor,"main gate of japanese mansion,night sky,stars","cloud,(moon,full moon:1.3)",
,,9021,,綿月亭・玄関,indoor,"entrance of Japanese mansion, marble floor",,
10,MAP月,9022,1022,一階回廊,indoor,"corridor,wooden floor,japanese architecture",,
10,MAP月,9023,1023,門番詰め所,indoor,%和室%,,
10,MAP月,9024,1024,玉兎食堂,indoor,japanese dining room,,
10,MAP月,9025,1025,玉兎詰め所,indoor,%和室%,,
10,MAP月,9026,1026,食堂,indoor,japanese dining room,,
10,MAP月,9027,1027,厨房,indoor,kitchen,,
10,MAP月,9028,1028,食料庫,indoor,larder,,
,,9029,,綿月亭・脱衣所,indoor,%洗面脱衣室%,,
,,9030,,綿月亭・風呂,indoor,%昔の風呂%,,
10,MAP月,9031,1031,宝物庫,indoor,%和室%,,
10,MAP月,9032,1032,レイセン私室,indoor,%和室%,,
,,9033,,綿月亭・空き部屋,indoor,%和室%,,
10,MAP月,9035,1035,中庭,indoor,"Japanese garden, countryside,night sky,stars","cloud,(moon,full moon:1.3)",
10,MAP月,9036,1036,四阿,indoor,"under simple arbor,night sky,stars","cloud,(moon,full moon:1.3)",
10,MAP月,9040,1040,二階回廊,indoor,"corridor,wooden floor,japanese architecture",,
10,MAP月,9041,1041,豊姫私室,indoor,%和室%,,
10,MAP月,9042,1042,依姫私室,indoor,%和室%,,
10,MAP月,9043,1043,書斎,indoor,"japanese reading room,bookshelf",,
10,MAP月,9044,1044,応接間,indoor,%和室%,,
,,9050,,ドレミー宅・居間,indoor,Doremy home / living room,,
,,9051,,ドレミー宅・寝室,indoor,Doremy home / bedroom,,
,,9052,,ドレミー宅・倉庫,indoor,Doremy home / warehouse,,
,,9053,,ドレミー宅・洗面所,indoor,Doremy home / washroom,,
,,9054,,ドレミー宅・風呂,indoor,Doremy home / bath,,
,,9055,,ドレミー宅・トイレ,indoor,Doremy home / toilet,,
,,9060,,純狐邸・玄関,indoor,in Entrance of chinese house,,
10,MAP月,9061,1061,居間,indoor,"tatami,living room",,
10,MAP月,9062,1062,台所,indoor,kitchen,,
,,9063,,純狐邸・空き部屋,indoor,%和室%,,
10,MAP月,9064,1064,クラウンピース私室,indoor,girl's room,,
10,MAP月,9065,1065,物置,indoor,%木造の小部屋%,,
,,9066,,純狐邸・脱衣所,indoor,%洗面脱衣室%,,
,,9067,,純狐邸・風呂,indoor,bath,,
,,9068,,純狐邸・中庭,indoor,"chinese courtyard,night sky,stars","cloud,(moon,full moon:1.3)",
10,MAP月,9070,1070,屋上,indoor,"on rooftop,chinese tile roof,night sky,stars","cloud,(moon,full moon:1.3)",
10,MAP月,9071,1071,純狐私室,indoor,%和室%,,
10,MAP月,9072,1072,ヘカーティア私室,indoor,private room,,
